province,year,emission_total,emission_per_gdp,per_capita_t,is_imputed_emission
湖南,2013,249.22645734571145,0.010420778186663968,3.7761584446319914,0
湖南,2014,186.00837173331095,0.00707011534918758,2.8136192971307055,0
湖南,2015,226.71619951861533,0.007868893523069286,3.427304603456014,0
湖南,2016,177.60103777315015,0.005687783435489196,2.6807703814815116,0
湖南,2017,161.3930432759541,0.004729092299684835,2.4331832244226463,0
湖南,2018,121.591033429107,0.003319501967799193,1.8325702099337906,0
湖南,2019,88.52034999774803,0.002216849441601275,1.3331378011709039,0
甘肃,2003,28.53966631484637,,,0
甘肃,2004,23.805829896885427,,,0
甘肃,2005,66.61164096699328,0.03522747948965745,2.6173532796461014,0
甘肃,2006,63.97877507621202,0.028690033666462788,2.5119267795921485,0
甘肃,2007,74.6235081810785,0.027563811982816273,2.9287091122872257,0
甘肃,2008,73.501492387547,0.023614937313268112,2.8812815518442574,0
甘肃,2009,95.99007067972111,0.028966766455344652,3.756949928756208,0
甘肃,2010,94.75484925900874,0.023761779787599052,3.7013612991800287,0
甘肃,2011,102.09682290455584,0.020918479501824707,4.000659204723975,0
甘肃,2012,107.90825429533518,0.01973053231707871,4.23169624687589,0
甘肃,2013,121.12766220097468,0.019830011983853885,4.774444706384497,0
甘肃,2014,130.52075954454662,0.019688170806490275,5.156885007686552,0
甘肃,2015,123.66842128940333,0.01820420132619945,4.9016417474991405,0
甘肃,2016,72.46580422275215,0.010054779900757885,2.875627151696514,0
甘肃,2018,51.93099811147241,0.006208351538186953,2.064850819541647,0
甘肃,2019,42.10931586642622,0.004651267037039115,1.6783306443374342,0
福建,2003,5.132207791329705,,,0
福建,2005,49.301519938098565,0.007576806150101979,1.386042168628017,0
福建,2006,83.93064679760288,0.01106359531749794,2.341161695888504,0
福建,2007,149.71205136611994,0.015801911631056643,4.144851920435214,0
福建,2008,191.48423506629007,0.01724430711499163,5.262001513225888,0
福建,2009,160.98120883068242,0.012750885840958282,4.3911950035647145,0
福建,2010,202.17806241268443,0.013269237389751285,5.4746293640044525,0
福建,2011,231.8131295723652,0.012740345232389047,6.1261397878532025,0
福建,2012,232.69658132722068,0.01134507582967123,6.058229141557424,0
福建,2013,247.176532844879,0.010816549002694723,6.362330317757503,0
福建,2014,254.93365324604068,0.010064733205130823,6.4621965334864555,0
福建,2015,240.7311445921911,0.008815568784846328,6.042448408438531,0
福建,2016,143.64529800288486,0.0047565928237464855,3.576825149474225,0
福建,2017,27.46947019153958,0.0007977843469641667,0.6757557242691163,0
福建,2018,277.25937558179925,0.007072077285990471,6.7558327383479355,0
福建,2019,294.9434606317137,0.006943260583009379,7.129404414593032,0
贵州,2003,43.3753555802942,,,0
贵州,2004,48.37920067660449,,,0
贵州,2005,50.562038155377664,0.02574179724843583,1.355550620787605,0
贵州,2006,72.83983611785638,0.03177587406441407,1.9739792985868938,0
贵州,2007,83.99600939156241,0.029134932151079575,2.3126654568161458,0
