province,year,clean_ratio,fossil_ratio,total_energy_consumption_std_coal_mt
上海,2003,0.700442749538186,,47.68150428
上海,2004,0.722518369406587,,53.975281960000004
上海,2005,0.739141326114798,,60.551302299999996
上海,2006,0.773281296944107,,68.34182560246221
上海,2007,0.7758492645201029,,74.01777626639999
上海,2008,0.781279940860363,,75.68373893969999
上海,2009,0.7897316882468151,,78.3722209048
上海,2010,0.786069058057811,,75.19280168899999
上海,2011,0.780140233870833,,77.98421761499999
上海,2012,0.803407356101811,,78.399137401
上海,2013,0.819833550683288,,81.29934966
上海,2014,0.814270706143172,,80.55706119
上海,2015,0.832993147861556,,81.47341367
上海,2016,0.852403393277632,,83.05925848999999
上海,2017,0.876320037880587,,83.91164592999999
上海,2018,0.86691303844453,,81.11315146
上海,2019,0.866352483414327,,83.51955259
上海,2020,0.859637555746511,,77.43370499
上海,2021,0.870117182709939,,79.8161521
上海,2022,0.8627072508054741,,74.11479579
云南,2003,0.360836376634328,,30.75345932
云南,2004,0.34893410137930003,,23.26435931
云南,2005,0.33576150834086504,,47.27589636
云南,2006,0.348859599999364,,48.9898285635
云南,2007,0.373710351635156,,53.1978682827842
云南,2008,0.373322566677766,,56.1405585556
云南,2009,0.36840418261223795,,62.2648492171
云南,2010,0.41406815682543097,,62.6656460686
云南,2011,0.441281663094398,,66.53067909399999
云南,2012,0.448356648027301,,72.3992791846
云南,2013,0.43378160456484505,,71.12358566
云南,2014,0.462719236881743,,73.66290857
云南,2015,0.473867329016185,,69.96376188
云南,2016,0.471486232962547,,72.14414382
云南,2017,0.49150643470711997,,74.92939632
云南,2018,0.5033331716914,,80.34404459000001
云南,2019,0.517898621637118,,84.36866484000001
云南,2020,0.534626885662882,,89.16621928
云南,2021,0.563556934131358,,88.00260855
云南,2022,0.5976832637295291,,87.84566314
内蒙古,2003,0.305262318932188,,37.65828973
内蒙古,2004,0.31660740480541605,,57.473976709999995
内蒙古,2005,0.35725069209566196,,62.89533716
内蒙古,2006,0.431269719472129,,69.817627646
内蒙古,2007,0.485729279125771,,78.250150153
内蒙古,2008,0.454607896695415,,94.60845692000001
内蒙古,2009,0.44902310643241505,,111.10548846
内蒙古,2010,0.512841424251289,,110.7777664621
内蒙古,2011,0.44747751661133295,,127.3263841213
内蒙古,2012,0.472392203021752,,126.2268666908
内蒙古,2013,0.469457399071291,,128.42231263
内蒙古,2014,0.485969615965841,,128.16033051
内蒙古,2015,0.474531211015804,,133.40454044
内蒙古,2016,0.474850906552188,,136.04535475999998
内蒙古,2017,0.515078209486457,,134.8970819
内蒙古,2018,0.5075605668094769,,158.08896874
内蒙古,2019,0.502693197018397,,172.30702278
内蒙古,2020,0.51889298238218,,185.15552517
内蒙古,2021,0.5597364487851579,,181.09371732
内蒙古,2022,0.5590173482276459,,189.9471443
北京,2003,0.570674374345755,,38.38751068
北京,2004,0.616871587710105,,41.009446170000004
北京,2005,0.6428061833681931,,44.02533498
北京,2006,0.66809467053915,,46.79812706
北京,2007,0.6941708388323591,,50.057276099999996
北京,2008,0.756916173111034,,49.0957533919
北京,2009,0.763541956597942,,50.695672291499996
北京,2010,0.783378076277844,,48.954703189700005
北京,2011,0.836329086241937,,49.443424786899996
北京,2012,0.8484359147081539,,51.397571468200006
北京,2013,0.875318036569688,,49.12319129
北京,2014,0.889589511083207,,50.23513585
北京,2015,0.9088019788479071,,50.88046617
北京,2016,0.9272472738101007,,50.422480670000006
北京,2017,0.9558550575656057,,50.99582321
北京,2018,0.9836766655541742,,52.986155669999995
北京,2019,0.9878618970854437,,53.34418686
北京,2020,0.9893755973996126,,47.894961169999995
北京,2021,0.9931778217441343,,50.73403494
北京,2022,0.9943625801136758,,47.82957725999999
吉林,2003,0.47673853526894205,,33.66521666
吉林,2004,0.47401885463180204,,36.80592797
吉林,2005,0.48548241570207695,,47.1818297
吉林,2006,0.46259068834818595,,54.428270679
吉林,2007,0.497940510695452,,60.365995456
吉林,2008,0.46588656846380805,,58.3342520039
吉林,2009,0.449693145315886,,60.814356
吉林,2010,0.450418675848824,,63.47846329
吉林,2011,0.429636913723468,,71.45801529
吉林,2012,0.447736318369949,,71.45008682
吉林,2013,0.49283980921230897,,70.88679339000001
吉林,2014,0.506486373783933,,69.23352091
吉林,2015,0.5275027408656869,,67.22657949
吉林,2016,0.5397085048677159,,64.10124263
吉林,2017,0.6082479782028469,,62.21764745
吉林,2018,0.662132168840821,,54.25635343
吉林,2019,0.647530841896331,,54.72135392999999
吉林,2020,0.6864677821736991,,53.795253249999995
吉林,2021,0.711077357733185,,53.0789015
吉林,2022,0.718799556995608,,48.50799762
四川,2003,0.45981219763399905,,57.33518927
四川,2004,0.464007060720501,,63.61969433
四川,2005,0.523080085190532,,61.61195456
四川,2006,0.535782204894995,,67.19495702
四川,2007,0.544914287207573,,77.79726936
四川,2008,0.47355594615793295,,90.96886655
四川,2009,0.48167509412158305,,101.62088608559999
四川,2010,0.49299592272887705,,121.50170423
四川,2011,0.603146817605989,,133.36121331
四川,2012,0.56131841786223,,141.9654522
四川,2013,0.596450402152639,,138.0872823
四川,2014,0.625369472303582,,142.669625
四川,2015,0.651828765662356,,143.11715895999998
四川,2016,0.6982785205490329,,139.2832426
四川,2017,0.717252972550921,,143.73690184
四川,2018,0.7054880274711339,,132.97728096999998
四川,2019,0.7216565682681431,,138.27068356
四川,2020,0.741908942824886,,136.1269728
四川,2021,0.76269943934651,,142.61100554
四川,2022,0.7951419041365511,,140.42339698
天津,2003,0.642197330397957,,25.65660533
天津,2004,0.606414289550085,,28.87410937
天津,2005,0.621555669848046,,30.79920451
天津,2006,0.593991087673015,,33.66501706
天津,2007,0.59349860008421,,37.21267406
天津,2008,0.592315327430128,,41.500621074
天津,2009,0.573748179961745,,46.37722574
天津,2010,0.687167773640371,,47.023490678
天津,2011,0.6925285250991791,,50.84931838000001
天津,2012,0.686087146697512,,56.1297667
天津,2013,0.665495903329629,,54.62183914
天津,2014,0.6808819199298,,56.55173391
天津,2015,0.712939104289747,,57.95092668
天津,2016,0.736479616197639,,57.67929919
天津,2017,0.764308131565847,,55.4866281
天津,2018,0.773938679622901,,56.20816347
天津,2019,0.777969857155974,,58.13112321
天津,2020,0.772990962035123,,57.418151879999996
天津,2021,0.812369650578712,,56.784908800000004
天津,2022,0.820658060765862,,56.31068546
宁夏,2003,0.32319295823460004,,22.0021644
宁夏,2004,0.613615072638639,,20.17326145
宁夏,2005,0.425911730313835,,15.46185921
宁夏,2006,0.484950915080127,,17.020678391
宁夏,2007,0.571862255438716,,18.610272087000002
宁夏,2008,0.500198365355701,,20.488043316
宁夏,2009,0.49711866019368,,21.7416093071
宁夏,2010,0.5190177802969931,,24.0028907828
宁夏,2011,0.519144253376022,,27.678981736300003
宁夏,2012,0.531045072512662,,28.9137907484
宁夏,2013,0.522195431383875,,30.341122610000003
宁夏,2014,0.502909899449629,,32.21444817
宁夏,2015,0.479161097301785,,36.56689395
宁夏,2016,0.485804294901102,,37.23431674
宁夏,2017,0.44147605375273,,43.011530089999994
宁夏,2018,0.446733865821763,,45.81568219
宁夏,2019,0.46004291676125,,48.923440140000004
宁夏,2020,0.47546499124378705,,53.91042054
宁夏,2021,0.47030988026407206,,56.40388991
宁夏,2022,0.486396376930878,,59.99113588
安徽,2003,0.26833650870675996,,45.83486112
安徽,2004,0.31105866393220305,,45.281994919999995
安徽,2005,0.6794768078284921,,97.59782042
安徽,2006,0.34689818408628503,,53.286012
安徽,2007,0.349946563720559,,56.92984669256109
安徽,2008,0.36690967606175096,,59.353197441800006
安徽,2009,0.383640677493733,,63.1822936044
安徽,2010,0.37289061694078895,,69.8486749036
安徽,2011,0.395413871218404,,76.4191201927
安徽,2012,0.440372496010106,,82.6512366757
安徽,2013,0.478886786828729,,87.49249013000001
安徽,2014,0.49562995559074297,,90.45739539
安徽,2015,0.501452669419,,93.67825413
安徽,2016,0.521962282872984,,95.49636425
安徽,2017,0.5615274600635061,,96.540272
安徽,2018,0.5998847992692959,,97.15302960000001
安徽,2019,0.612449780280386,,99.9982186
安徽,2020,0.600973748088807,,108.06021928
安徽,2021,0.625536219534625,,111.12903372999999
