province,year,emission_total_mt,emission_per_gdp_t_per_10k_cny,per_capita_t
陕西,2014,444.6693540118673,2.521430254779352,11.61926715473915
陕西,2015,530.7803889486502,2.91825178245713,13.800842146350758
陕西,2016,535.7904282376223,2.768284688072202,13.830418901332532
陕西,2017,571.2862502979327,2.62345530328173,14.633356821156063
陕西,2018,589.5222484406555,2.4205587746179624,14.996750151123264
陕西,2019,616.4597479976453,2.35159834441872,15.630318154098513
青海,2008,18.789771655021212,2.0666268868259143,3.391655533397331
青海,2009,17.766781579777703,1.8637135822697686,3.189727393137828
青海,2010,16.746901151979515,1.4427034073035419,2.974582797864923
青海,2011,21.586029812430414,1.5548534043384294,3.800357361343383
青海,2012,25.962575284282742,1.67727729725969,4.546860820364754
青海,2013,27.75087263175534,1.5984604937362674,4.860047746366959
青海,2014,26.504003192636326,1.4134714517965081,4.6013894431660285
青海,2015,24.029612531249946,1.169722656440147,4.164577561741758
黑龙,2003,92.32467184677223,,
黑龙,2004,56.47537304509942,,
黑龙,2005,127.12935405384587,,
黑龙,2006,152.23850412747777,,
黑龙,2007,145.92864233110186,,
黑龙,2008,163.79838610901118,,
黑龙,2009,186.7909380915536,,
黑龙,2010,202.58049109147274,,
黑龙,2011,228.95009023076858,,
黑龙,2012,250.71645327577951,,
黑龙,2013,251.13934414498615,,
黑龙,2014,240.29758987967728,,
黑龙,2015,235.13568197591218,,
黑龙,2016,279.71009978547966,,
黑龙,2017,158.20385084572612,,
黑龙,2018,140.38191965642437,,
黑龙,2019,147.39298043532625,,
