province,year,energy_index,eco_index,efficiency_index
云南,2022,-0.9595583829291412,0.1718341923812621,0.9166053019489576
北京,2020,2.2890557034048387,2.5624812580877854,1.0016427652957944
北京,2021,2.1756477760528408,2.456850095264953,0.9382941126851962
北京,2022,2.197370337856707,2.4381512966223045,0.8877537647790629
吉林,2020,0.04600928825966343,-0.4431568787855041,0.3395727211735177
吉林,2021,0.03773091739693187,-0.3257701783776732,0.3838427315865686
吉林,2022,0.004332319142480855,0.0365316786952296,0.44616383648461755
四川,2020,0.4565536532420755,0.29077801510216156,0.9515708887800851
四川,2021,0.4289522468157838,0.35291769324248007,0.90382192847838
四川,2022,0.6118944942977221,0.3071367060672946,0.9955225909204407
天津,2020,0.686717446516932,-1.421736737302385,-0.19651162017695817
天津,2021,0.8053811986029854,-1.2759331986458895,-0.038955536730654876
天津,2022,0.814962021088391,-1.4179703434296178,-0.11000054880006706
宁夏,2020,-1.5164761610773887,,
宁夏,2021,-1.7869411933064894,,
宁夏,2022,-1.8452228344663113,,
安徽,2020,-0.5870779978091811,0.11603161179557497,-0.5970644425923777
安徽,2021,-0.6105482058030149,0.6922616290525566,-0.47931561229180203
安徽,2022,-0.5250815619929854,0.915998017654437,-0.2945843032626367
山东,2020,0.1287821919682431,-0.0237655108496943,-0.4613120742672549
山东,2021,0.15307505817729347,0.3189832996614724,-0.4149986433116521
山东,2022,0.2581764315703042,0.4086135913318152,-0.4511096590415871
山西,2020,-1.5437044858195919,0.780067944360604,-2.3677462795709054
山西,2021,-1.7490754685753649,0.5565240547285261,-2.5222141314401094
山西,2022,-1.4084030624565689,0.47626484817483516,-1.296923723255716
广东,2020,1.085761361441558,0.6402708217153348,0.6989789688925171
广东,2021,1.2077545447707623,0.28504890608046474,0.7912898977959748
广东,2022,1.13459223899602,0.6792186187038839,0.7285158961067012
广西,2020,-0.8005656422085421,,
广西,2021,-0.938261229558208,,
广西,2022,-1.048397175018373,,
新疆,2020,0.4240500878554002,,
新疆,2021,0.2541053698496113,,
新疆,2022,0.25849006596986607,,
江苏,2020,0.1608086141627508,0.6402708217153348,0.03906866491666082
江苏,2021,0.13060439825541822,0.5565240547285261,0.057307619403843275
江苏,2022,0.06269579343140347,0.5100904765963433,-0.06797594214965932
江西,2020,-0.6457115874453297,1.6537999608935332,-0.10492926493603197
江西,2021,-0.6250454287874967,1.6424246493207693,-0.02360861276832299
江西,2022,-0.6558074487989267,1.3557311871340463,-0.10352020902802767
河北,2020,-1.869224926437526,0.43057513774743084,-2.5114698130847284
河北,2021,-1.6225018559417106,0.28504890608046474,-2.0785376670980877
河北,2022,-1.7438198779095933,0.4086135913318152,-2.2530555497351026
河南,2020,-0.08923959743319645,0.08108233113425765,0.003203696243010779
河南,2021,-0.0601608131901089,-0.15609821047263486,-0.09071145915736573
河南,2022,-0.05240899587485095,-0.7752834034209672,-0.22380593449548106
浙江,2020,1.5270259001488273,0.1859301731182096,0.38793812636319475
浙江,2021,1.3528360841339733,-0.19003260405364253,0.3233777281221395
浙江,2022,1.8598722581652485,-0.16642209183381915,0.2686289419103665
海南,2020,1.6996922194573656,-0.37325831746286553,1.3187180903289564
海南,2021,1.996436896522724,-0.42757335912069616,1.2413043736923897
海南,2022,1.6113773312278683,-0.06494520656929477,1.2360374322950938
湖北,2020,-0.3644218194041597,-0.1985119141562809,0.4096572777705039
湖北,2021,-0.44392761494235145,0.25111451249945704,0.34552185745718283
湖北,2022,-0.7675652116752403,0.10418293553824584,0.2443809627088046
湖南,2020,-0.9450439596616305,-0.058714791511011624,0.6643252825960673
湖南,2021,-0.4085832597771025,0.047508151013411104,0.8211935468524879
湖南,2022,-0.453941889115576,-0.09877083499080289,0.8062860305069264
甘肃,2020,0.040354088304001015,-1.8760773858995103,-0.05888974633151369
甘肃,2021,-0.06304608623563114,-1.954621070266039,-0.10143884576982613
甘肃,2022,-0.0887335710180926,-2.1621341687027966,-0.05209094004508772
福建,2020,0.4520978158098404,1.0247129089898253,0.7929263693616764
福建,2021,0.4393696470799332,0.7601304162145682,0.7244485429288113
福建,2022,0.42305377630112595,0.5100904765963433,0.6329433195549325
贵州,2020,-0.9245296109986197,-0.26841047547891556,0.522134423919131
贵州,2021,-0.6125352544190077,-0.08822942331061955,0.7761433420906063
贵州,2022,-0.45291061241697894,-0.16642209183381915,1.0884879386540534
辽宁,2020,-0.17968194606869206,0.011183769811623017,-0.920758713607379
辽宁,2021,-0.25521461276814295,-0.08822942331061955,-0.8576940103750063
辽宁,2022,-0.3439921194102573,-0.5723296328919166,-0.9653231284020625
重庆,2020,0.17836178264586006,0.5004736990700654,0.5479250269885367
重庆,2021,0.3421954779556993,0.18324572533744174,0.5232723864754344
重庆,2022,0.32485271266334625,0.6792186187038839,0.46694812906654787
陕西,2020,-0.6082633586959332,-0.30335975614023286,-2.0483675168285846
陕西,2021,-0.7218944692685717,-0.08822942331061955,-2.3979935973979596
陕西,2022,-0.7723768661789882,0.002706050273721476,-3.0425057616835174
青海,2020,0.6487110398306953,-2.0158745085447793,0.09276830241079877
青海,2021,0.4108835037298102,-2.463636973981154,-0.20984820044703334
青海,2022,0.40694395224049196,-2.060657283438272,-0.2527119599692915
