cluster_type,mean_energy,mean_eco,mean_efficiency,synergy_score
0,0.3143961938894359,-1.4179703434296187,-0.2014331661300426,-0.360062575312124
1,1.4830213321087133,0.6386278645980739,0.8232917252023331,1.0317844097836073
2,-0.24925037034728978,0.4024634770733622,0.3349659459493572,0.12152867876789988
3,-1.3081999355150502,0.2958614965934573,-2.197495011558112,-1.0937700286954164
