province,year,clean_ratio,green_rate,emission_per_gdp,Δenergy,Δgreen,Δemission
江西,2011,0.435775143893472,0.4679999999999999,0.01824608034949133,-0.010191737661495004,0.0019999999999998908,-0.002282513803154841
江西,2012,0.4463586775013299,0.46,0.017234093627663878,0.010583533607857909,-0.007999999999999896,-0.0010119867218274514
江西,2013,0.48907330284785,0.451,0.016947388373367255,0.042714625346520096,-0.009000000000000008,-0.00028670525429662364
江西,2014,0.482277661391338,0.446,0.015142292715578733,-0.006795641456512014,-0.0050000000000000044,-0.0018050956577885212
江西,2015,0.480790510598013,0.441,0.014801913284505188,-0.0014871507933250094,-0.0050000000000000044,-0.00034037943107354494
江西,2016,0.501764439290897,0.436,0.013967463716025292,0.020973928692884003,-0.0050000000000000044,-0.0008344495684798961
江西,2017,0.5175568377134661,0.452,0.012446236159156862,0.015792398422569076,0.016000000000000014,-0.0015212275568684298
江西,2018,0.5626132086086719,0.4589999999999999,0.010015900072119078,0.045056370895205866,0.006999999999999895,-0.002430336087037785
江西,2019,0.579156359536025,0.455,0.005786135633974639,0.016543150927353034,-0.0039999999999998925,-0.004229764438144439
江西,2020,0.593055689676989,0.4639999999999999,0.007802090083213368,0.013899330140964006,0.008999999999999897,0.002015954449238729
江西,2021,0.623623295131492,0.469,0.006272030707237595,0.03056760545450299,0.00500000000000006,-0.0015300593759757725
江西,2022,0.635850648412141,0.466,0.005907640397727764,0.012227353280649056,-0.002999999999999947,-0.000364390309509831
河北,2005,0.2708990208405409,,0.052667386485787004,,,
河北,2006,0.273500034701593,0.356,0.051941696675954774,0.002601013861052104,,-0.0007256898098322306
河北,2007,0.288239289143675,0.365,0.04911257861117238,0.014739254442082017,0.009000000000000008,-0.0028291180647823932
河北,2008,0.275853986102742,0.387,0.04511065240725297,-0.012385303040933049,0.02200000000000002,-0.004001926203919412
河北,2009,0.2831127374636289,0.4,0.04294546439940505,0.007258751360886939,0.013000000000000012,-0.002165188007847915
河北,2010,0.3169521347820699,0.427,0.03519254402653421,0.03383939731844099,0.02699999999999997,-0.007752920372870842
河北,2011,0.329794389157678,0.421,0.03648276300131823,0.012842254375608098,-0.006000000000000005,0.00129021897478402
河北,2012,0.3248274521198939,0.41,0.03470849514146841,-0.004966937037784114,-0.01100000000000001,-0.0017742678598498193
河北,2013,0.33357060709789,0.412,0.033555820191110024,0.008743154977996104,0.0020000000000000018,-0.0011526749503583886
河北,2014,0.34053564591058,0.419,0.03074525891683853,0.006965038812690005,0.007000000000000006,-0.002810561274271494
河北,2015,0.3628712058640659,0.412,0.028611687748222824,0.022335559953485906,-0.007000000000000006,-0.0021335711686157055
河北,2016,0.380812030269233,0.408,0.02740227041956828,0.01794082440516709,-0.0040000000000000036,-0.0012094173286545454
河北,2017,0.411435153653479,0.418,0.023538801461337792,0.030623123384245998,0.010000000000000009,-0.0038634689582304864
河北,2018,0.426692037817272,0.416,0.01968717862751464,0.015256884163793005,-0.0020000000000000018,-0.003851622833823152
河北,2019,0.430192064684234,0.423,0.015846415611126048,0.0035000268669619916,0.007000000000000006,-0.0038407630163885924
河北,2020,0.427828724282293,0.429,0.019631994508310435,-0.002363340401940972,0.006000000000000005,0.003785578897184387
河北,2021,0.492007830389888,0.429,0.015291928914772651,0.06417910610759497,0.0,-0.004340065593537784
河北,2022,0.499138018901254,0.4379999999999999,0.014359915104858024,0.007130188511365987,0.008999999999999897,-0.0009320138099146273
河南,2005,0.344742033710777,,0.03740036587643649,,,
河南,2006,0.332326287700076,0.3279999999999999,0.04188491359949902,-0.012415746010701001,,0.004484547723062532
河南,2007,0.353458370517152,0.3429999999999999,0.03846609915503176,0.021132082817076014,0.015000000000000013,-0.003418814444467261
河南,2008,0.364875837520237,0.354,0.03392954181700911,0.011417467003084991,0.011000000000000065,-0.004536557338022655
河南,2009,0.359735519154207,0.363,0.03518606810267235,-0.005140318366030017,0.009000000000000008,0.001256526285663244
河南,2010,0.377754852929473,0.366,0.023576463796629556,0.01801933377526599,0.0030000000000000027,-0.011609604306042794
河南,2011,0.4153352506705,0.366,0.02406539584793775,0.037580397741027005,0.0,0.0004889320513081948
河南,2012,0.496491190800898,0.369,0.020970815589410264,0.08115594013039801,0.0030000000000000027,-0.003094580258527487
河南,2013,0.559405089304245,0.376,0.019402567376385096,0.06291389850334705,0.007000000000000006,-0.0015682482130251682
河南,2014,0.5377488058071089,0.3829999999999999,0.01626328938042053,-0.02165628349713611,0.006999999999999895,-0.003139277995964567
河南,2015,0.55525947244843,0.377,0.014489385417423041,0.01751066664132106,-0.005999999999999894,-0.0017739039629974876
河南,2016,0.598236867343142,0.3929999999999999,0.01136478939981977,0.04297739489471197,0.015999999999999903,-0.0031245960176032716
河南,2017,0.630682220271944,0.3939999999999999,0.006567992836071587,0.03244535292880202,0.0010000000000000009,-0.0047967965637481826
河南,2018,0.662036358708042,0.4,0.00969821628998645,0.03135413843609802,0.006000000000000116,0.0031302234539148637
河南,2019,0.681253922358651,0.41,0.008333020658964794,0.019217563650609004,0.009999999999999953,-0.0013651956310216564
河南,2020,0.668203360982793,0.419,0.0072705376034785585,-0.013050561375858027,0.009000000000000008,-0.0010624830554862357
河南,2021,0.6981604369887551,0.416,0.006566571700071257,0.02995707600596209,-0.0030000000000000027,-0.0007039659034073012
河南,2022,0.711669809053054,0.4029999999999999,0.006380620755735248,0.013509372064298919,-0.013000000000000067,-0.0001859509443360094
浙江,2005,0.660329127901619,,0.020720312471293408,,,
浙江,2006,0.68300190820993,0.355,0.020276947502242487,0.02267278030831099,,-0.000443364969050921
浙江,2007,0.701814987148677,0.361,0.018751968584258635,0.018813078938746952,0.006000000000000005,-0.0015249789179838519
浙江,2008,0.709096279032392,0.377,0.016764910283171224,0.007281291883715069,0.016000000000000014,-0.001987058301087412
浙江,2009,0.722827175809739,0.382,0.015898033717737615,0.013730896777346957,0.0050000000000000044,-0.0008668765654336087
